Id	Text	Info_Label	Risk_Level	Risk_Label_Reason	Original_Split
1236128165745094663	@USER Carma &amp; her family in San Jose, CA, are possibly infected with #coronavirus since 6 Feb in Seattle. Way way more than 1,000 cases in Seattle now... HTTPURL	INFORMATIVE	High	increase/new count >=100 (1000)	original_train
1244676665990696961	E don happen!!! Casala don burst!!! Governor of Oyo State, Seyi Makinde, has tested positive to the deadly coronavirus, few days after holding a political rally in the state. #Coronavirustruth	INFORMATIVE	Medium	informative but not High/Low	original_train
1248774057018806272	The line of cars just seems to get longer. These folks demand @USER release migrants held here in Eloy to try and stop spread of COVID. Human Rights Groups say at least two migrants in the detention center tested positive for virus. @USER HTTPURL	INFORMATIVE	High	public/high-risk facility affected	original_train
1244181629784002561	Trump was Wrong! He bed his election on shutting down Virus!CDC issues domestic travel advisory as coronavirus deaths double to over 2,000 within two days HTTPURL	INFORMATIVE	High	death/fatality	original_train
1241782755412914177	Kentucky Republican Rand Paul is the first US Senator to tested positive for COVID-19. House members Diaz-Balart (R-FL) and McAdams (D-UT) tested positive for coronavirus earlier this month.	INFORMATIVE	High	new/first regional case or death	original_train
1236148083504775168	On Friday, AIPAC announced that two attendees had tested positive for COVID-19 coronavirus. Mike Pence and Mitch McConnell were both in attendance. Others are being self quarantined but not attendees from the US. Why? HTTPURL	INFORMATIVE	Medium	informative but not High/Low	original_train
1236152372088442880	UsaT: AIPAC says 2 pple at DC conf. attended by Pence &amp; others, tested positive for coronavirus The American Israel Public Affairs Committee told conf. attendees, some of whom include lawmakers, that at least 2 conf-goers have tested positive for covid-19 HTTPURL	INFORMATIVE	Medium	informative but not High/Low	original_train
1236128441956630534	#Australia Melbourne GP clinic closed after doctor tests positive for #coronavirus after seeing 70 patients this month - ABC News HTTPURL via @USER	INFORMATIVE	High	public/high-risk facility affected	original_train
1241410720555765762	Georgia in the coronavirus age: Chaos, bad news, mounting deaths More than 300 patients from Cruise Ship with + covid land in Atlanta. During flight, 3 found to test positive, 1 sick. CDC screened remaining patients &amp; released them to fly home. Crazy HTTPURL	INFORMATIVE	High	death/fatality	original_train
1245640235871956993	According to CMO Lucknow Dr Narendra Agarwal: Samples were taken of 25 people who had attended the Tabglighi Jamaat event. All 25 people have been tested negative for COVID19. @USER @USER	INFORMATIVE	Low	negative/no confirmed/suspected case	original_train
1236113067039027200	Mathematically, the overall death rate from #Covid19 is 3.3% (3412 dead out of 100,775 cases. Death rate China is 3.7% Death rate S. Korea is 4.6% 👉🏼But the death rate in Iran is horrific. It is 25.9%⁉️ HTTPURL	INFORMATIVE	High	death/fatality	original_train
1242841682648936449	A California Highway Patrol officer stationed in Oakland has tested positive for the coronavirus, the latest Bay Area law enforcement officer to be diagnosed with the virus, authorities said. HTTPURL	INFORMATIVE	High	public/high-risk facility affected	original_train
1243534385598496768	SAD! 2 #coronavirusindia suicides! Man commits suicide over coronavirus suspicion in Dakshina Karnataka. Another middle-aged man from Uppoor village in neighbouring Udupi district ended his life on Wednesday after suspecting that he had the Covid-19 infection -- PTI	INFORMATIVE	Medium	informative but not High/Low	original_train
1237344256458657792	It will get worse since @USER and the politically correct gang who are pawns of the UN's @USER will promote the spread of the virus through international travel into Canada Ontario confirms three new COVID-19 cases HTTPURL	INFORMATIVE	High	new/first regional case or death	original_train
1241636547365134336	Just read this ‘Incredibly worrying. COVID-19 cases confirmed in Gaza’ and geno felt bad for Paul he’s been through so much lol good eyes old man	INFORMATIVE	Medium	informative but not High/Low	original_train
1236183073273688064	Heard about the news regarding an employee in BGC, specifically NetLima building (where I worked before) who’s tested positive for #COVID19. To my BGC friends and hangout buddies, my ex-officemates and colleagues who are still working there, you guys take care and be vigilant. 😔	INFORMATIVE	Medium	informative but not High/Low	original_train
1251869634279718915	@USER Mr President ask Evers in Wisconsin to open our economy. He has us on lockdown until May 26. We have 170 deaths attributed to COVID-19. I think 170 is an inflated number. Last year our entire deaths were 140. We are not a hotbed. We need to open	INFORMATIVE	High	death/fatality	original_train
1244533791399575552	Delighted to hear that friend @USER has been discharged from hospital after having Covid-19. I heard of her husband @USER she's at home &amp; was having a brew. What a fighter you are Linda. Wishing the family good health, love @USER x #localradio #darloradio HTTPURL	INFORMATIVE	Low	recovery/discharge	original_train
1241164368588328961	Washington State has 148 new #Covid19 cases totaling 1,524 (source: @USER ... growth appears linear looking back, unclear about the next five days ... looking decent @USER #seattlecoronavirus HTTPURL	INFORMATIVE	High	new/first regional case or death	original_train
1245890265447043074	Mike Dudley was known as ‘Pastor’ to many in Baltimore. The 61-year-old died just days after being diagnosed with COVID-19. I talked with his family about the legacy he leaves behind, as well as a heart wrenching reality of this virus — dying in the Hosptial w/out family. HTTPURL	INFORMATIVE	High	death/fatality	original_train
1241135058569900036	"“This evening we were notified that a member of the Office of the Vice President tested positive for the Coronavirus,"" Pence's press secretary, Katie Miller, said in a statement."	INFORMATIVE	Medium	informative but not High/Low	original_train
1247111405276483585	#BREAKING: The Ministry of Health on Monday announced another religious gathering cluster of #covid19 that took place in Kuching, Sarawak, in which two deaths and 83 positive cases have been recorded. HTTPURL HTTPURL	INFORMATIVE	High	death/fatality	original_train
1241595312730497029	A Governor issuing a presser on #COVIDー19 case in Oyo State while #FMoH and @USER are doing the same shows a gap in coordination. The unwarranted gap has left a dent on the # of cases in Nigeria. Cases now 23 in Nigeria and not 22. The Oyo case wasn't counted at 22	INFORMATIVE	Medium	informative but not High/Low	original_train
1243101268597280768	Three more #coronavirus positive cases confirmed in #Telangana today. Among 3 positive cases, 2 of them are doctors from Domalguda in #Hyderabad &amp; 3rd one is a 49-year-old male resident of Qutbullapur in Medchal. With this number of #COVID19 cases in TS has increased to 44 HTTPURL	INFORMATIVE	Medium	informative but not High/Low	original_train
1247736993238433792	Covid-19: Did Jesus stop being that great doctor, the doctor of doctors? My dear, Black / African « Sheep », but where has your Jesus Christ, the doctor of doctors gone? In fact, more than 1,034 priests, bishops and nuns died from the Corona virus HTTPURL	INFORMATIVE	High	death/fatality	original_train
1244910753297006592	MORE RECOVERIES! The Department of Health reports 7 new COVID-19 recoveries, bringing the total number of recovered patients to 49. Please stay at home! #COVID19PH HTTPURL	INFORMATIVE	Low	recovery/discharge	original_train
1242860829969715200	Dr. Morrison. Still 3 positive COVID-19 tests in PEI. Close to 500 tests have been conducted. Waiting on results of 250. #pei	INFORMATIVE	Medium	informative but not High/Low	original_train
1242791355644030976	Rwanda traced back 3 of their #COVID19 cases from Kenya now Uganda confirms one of their case has links to Kenya... #UkweliUsemwe	INFORMATIVE	Medium	informative but not High/Low	original_train
1241492383356915715	#BREAKING | Florida adds 200 new cases of COVID-19 today, and 2 new deaths. Roughly 50% of the cases in the state come from Palm Beach, Broward and Miami-Dade counties. @USER #Coronavirus HTTPURL	INFORMATIVE	High	death/fatality	original_train
1241677885808795651	And btw, there was a confirm case of COVID19 in aziz bhatti &amp; his son also tested positive. We have so many spain &amp; italy return people swarming the hospitals without masks &amp; coming in OPDs for minor illnesses. This is the state of the affairs here. The end.	INFORMATIVE	Medium	informative but not High/Low	original_train
1236143874004877314	Pence and McConnell attended the AIPAC conference where two attendees have tested positive for the Coronavirus. #wtp2020 #wtpTEAM #wtpEBRC HTTPURL	INFORMATIVE	Medium	informative but not High/Low	original_train
1238285142302441472	"It couldn't have happened to a nicer person? Then again, this ""virus"" is a joke. A bad one at that. Hope it's not that one in a million fatal cases. 👇🏼👇🏼👇🏼 Canadian PM Justin Trudeau's wife, Sophie, tests positive for coronavirus, officials say HTTPURL"	INFORMATIVE	Medium	informative but not High/Low	original_train
1241123604097454080	BREAKING: There are 77 new cases of #COVID19 in BC, bringing the provincial total to 348. There are no new deaths. Dr. Bonnie Henry says there are front-line workers who are getting infected. Has nice words to say about those working around the clock to help others. @USER	INFORMATIVE	High	death/fatality	original_train
1241041852515614721	The second case of COVID-19 IN #pei was travelling on Air Canada flight 756 from Toronto to Charlottetown. It left Toronto at 9:20 am March 11 and arrived in PEI at 12:28 @USER	INFORMATIVE	Medium	informative but not High/Low	original_train
1241628385056444418	A 38-year-old man has passed away in Bihar today due to kidney failure; he has been tested positive for #Covid19. He was from Munger. He died yesterday at AIIMS in Patna; had returned from Kolkata two days back: Dr. Prabhat Kumar Singh, AIIMS Patna, Bihar	INFORMATIVE	High	death/fatality	original_train
1241782730087714818	Here's the latest on the #coronavirus: - Deaths in Spain jumped 30% for a third day - Italy death toil reaches 671 - Global cases doubled in a week to over 300,000 - German economy to shrink 5%, Bild says - A third of China cases showed no symptoms	INFORMATIVE	High	death/fatality	original_train
1245829491064287233	@USER So sad Nigerian Medical doctor dies of Coronavirus in the United Kingdom. Please do not compromise your👇 #WashYourHands #staysafe #StayHome #SocialDistancing #COVIDー19 HTTPURL	INFORMATIVE	High	death/fatality	original_train
1237947244331954176	Stephen Harper, Mike Pence attend conference where two test positive for COVID-19 HTTPURL	INFORMATIVE	Medium	informative but not High/Low	original_train
1241064367887613954	Correction: PA has 83 new cases of COVID-19, bringing our statewide total to 268 cases, said PA Health Secretary Dr. Rachel Levine. That's more than double the new cases Wednesday**.	INFORMATIVE	High	new/first regional case or death	original_train
1247076840621125632	Two men with coronavirus have died in Balkh province, provincial health officials confirmed on Monday, adding that one was an 86-year-old who died in a hospital, and the other was 70 and died at home. So far three people have died of #coronavirus in Balkh province. #Afghanistan HTTPURL	INFORMATIVE	High	death/fatality	original_train
1241773598903283719	#Iraq on Sunday imposed a total nationwide lockdown until March 28 to fight the novel #coronavirus, as the number of cases grew and the death toll climbed to 20.	INFORMATIVE	High	death/fatality	original_train
1236079389034663936	**Coronavirus in MD. update** @USER is asking anyone at the Village of Rockville, a retirement community, Feb. 29 between Noon-6pm to see their health provider to be tested. To date in MD. 44 people tested, 33 negative, 3 positive and 8 tests are pending. @USER HTTPURL	INFORMATIVE	Medium	informative but not High/Low	original_train
1236147161156521985	Another Korean Air flight attendant confirmed for Coronavirus. She was part of the crew for Korea to LA. Diagnosed after returning to Korea.	INFORMATIVE	Medium	informative but not High/Low	original_train
1236509902333284352	@USER The country like Japan and US that does not test or does less will lose the war against COVID19. South Korea, Italy, UK carry out large tests. S.Korea 178,189 tested, Italy 42,062 tested. Testing the suspected people is like removing mines from ground.	INFORMATIVE	Low	negative/no confirmed/suspected case	original_train
1241123700197466112	The infographic shows the spread of #COVID19 outside of China. #Ireland has 683 confirmed cases with three deaths. Brave healthcare works, volunteers, communities are giving everything to contain the virus and assist each other in this difficult moment. Source: BBC, JHU HTTPURL	INFORMATIVE	High	death/fatality	original_train
1241377862164328454	UPDATE: #COVID19 in Africa New Cases = NC - 38 NC in S. Africa - 24 NC in Burkina Faso - 10 NC in Nigeria - 7 NC Togo - 6 NC Tunisia - 5 NC DR Congo - 5 NC Ivory Coast - 3 NC Ghana - 2 NC Cabo Verde - 2 NC Mauritius - 2 NC Zimbabwe - 1 NC in Algeria - 1 NC Angola - 1 NC Liberia	INFORMATIVE	High	new/first regional case or death	original_train
1245902586340933645	I’m too fragile for this! 😭 But here is a coronavirus patient success story: A 44-year-old woman who spent 10 days on a ventilator was discharged today after being at St. David's South Austin Medical Center for 16 days with coronavirus.	INFORMATIVE	Low	recovery/discharge	original_train
1247875653908791298	According to HTTPURL there were 392,594 positive COVID-19 cases in the US as of yesterday. I made this pie chart that shows the relative amount by each state. HTTPURL	INFORMATIVE	Medium	informative but not High/Low	original_train
1236119372092956673	Colorado coronavirus cases: Eight total patients have been announced, others quarantined. Italy, Italy, Italy ⁦@USER HTTPURL	INFORMATIVE	Medium	informative but not High/Low	original_train
1246549152248541193	Today we @USER transported 10 Covid 19 positive patients for HSE hospitals. My Dedicated team stepping up to play our part. Preparing for a few difficult weeks ahead. Together we are stronger HTTPURL	INFORMATIVE	Medium	informative but not High/Low	original_train
1241813747611697152	Syria has now reported its first Coronavirus case after weeks of rumours about an outbreak in the country. Here’s what it could mean for regime areas with @USER HTTPURL	INFORMATIVE	High	new/first regional case or death	original_train
1241567592386457600	@USER is confirming four more positive cases of COVID-19 in the county, this makes 13 total confirmed cases of COVID-19 in Santa Barbara County at this time. Read more: HTTPURL HTTPURL	INFORMATIVE	Medium	informative but not High/Low	original_train
1236132988599128064	Hawaii Lt. Gov. Josh Green is calling for a 60-day pause in cruise ship travel to the United States after former Grand Princess passenger tests positive for COVID-19 in the island state. via @USER	INFORMATIVE	High	public/high-risk facility affected	original_train
1236102540665577474	174 new cases of Coronavirus in Korea There are now 6,767 total cases in Korea There have been 44 deaths related to Coronavirus 118 patients have recovered and been discharged from the hospital, with 1 case of re-infection HTTPURL	INFORMATIVE	Low	recovery/discharge	original_train
1245785118939152385	Global figure of #CoronaVirus cases has exceded 1 million and death 51k plus, yet we want social gatherings and congregational prayers. Still we can save ourselves and others if we stay at home and observe social/physical distancing. Kindly spread the word! HTTPURL	INFORMATIVE	High	death/fatality	original_train
1245799233212555267	This is a Nigerian Nurse who died on After Contracting Covid19 in the course of duty while caring for client with Covid-19 virus in Miami. RIP GREAT ANGEL. @USER HTTPURL	INFORMATIVE	High	death/fatality	original_train
1247816371360104450	@USER @USER @USER No figure that I've seen for ICU admissions. But Covid-19 hospital admissions all told stood at just over 9000 on Mar 30. By yesterday, total deaths had risen by around 4400 - or 245% - in the eight days since. I'd assume at least a fair proportion of those who died were in ICUs.	INFORMATIVE	High	death/fatality	original_train
1244541568343777287	The deaths of the first British doctors from #Covid-19 have intensified pressure on ministers to accelerate the supply of #PPE as after two UK doctors die - a further U.K. medic died after this story was published. HTTPURL	INFORMATIVE	High	death/fatality	original_train
1237177657571368960	While @USER was rallying in #Michigan.. and Bernie was blaming The Establishment.. #TeamTrump furthered their plan to distract voters by mishandling the coronavirus outbreak. The night before #SuperTuesday2, 716 U.S. coronavirus cases were reported. 36 states were infected. HTTPURL	INFORMATIVE	Medium	informative but not High/Low	original_train
1241455968770293767	First, beloved Italy, now, beautiful Spain. 😢 Spain's coronavirus cases leap by 5,000 in 24 hours, now only behind China and Italy HTTPURL	INFORMATIVE	High	increase/new count >=100 (5000)	original_train
1241032704755466240	@USER Trump's lying his ass off. He's not stemming the spread of the virus by shutting borders. He ignored the spread once we had cases in the US because he didn't test. Today in NY alone: 7,152 cases of covid19; 2,950 new positive cases. 4,408 cases in NYC. 18% hospitalized	INFORMATIVE	High	new/first regional case or death	original_train
1241096885982695428	125 cases of #COVID19 are now being investigated in South Carolina. Greenville County was notified of 5 additional cases today, which brings the County total to 12.	INFORMATIVE	Medium	informative but not High/Low	original_train
1236140623473848322	"OMG THIS IS REALLY BAD #China hid data for &gt; a WEEK! They sent samples from #coronavirus victims 12/24/19, a wk BEFORE they alerted #WHO of 40 cases of ""unusual pneumonia"" 12/31 from #Wuhan, a city of 11M The market where infected worked &amp; millions shopped, only shut down 1/1/20"	INFORMATIVE	Medium	informative but not High/Low	original_train
1250035925704478722	@USER Weekly actual deaths in Wales &amp; England. Last 5 yrs green, yr to 3rd April black. Expected no of deaths without cv would have been 9-12000. Total no of covid deaths announced that week was 2851 in all UK. Indicates that actual death rates are 50-150% higher than those announced. HTTPURL	INFORMATIVE	High	death/fatality	original_train
1247117045629693952	Lagos state commissioner of health has confirmed that a 36 year old man has died of Coronavirus in Lagos state. His death was announced by Professor Akin Abayomi, on Twitter today April 5. HTTPURL	INFORMATIVE	High	death/fatality	original_train
1246751483502055425	HTTPURL Two more new #coronavirus positive cases were reported from this city Sunday. Among them is a 70-year-old man and a 29-year-old male according to a tweet by the Health &amp; Family Welfare Department, government of Odisha. #CoronavirusUpdates #COVID19	INFORMATIVE	High	new/first regional case or death	original_train
1245937080557068289	St. Louis (MO) KMOV: Beloved Eureka High School guidance counselor dies from COVID-19	INFORMATIVE	High	death/fatality	original_train
1236104151416721408	Oklahoma's first confirmed case of coronavirus is in Tulsa County HTTPURL #SmartNews	INFORMATIVE	High	new/first regional case or death	original_train
1245206457336938497	"Give dem everything dem want. And when "" Please standby for an update on Covid-19."" start give dem anxiety, line up ""The Ministry of Health and Wellness of Jamaica will now provide an update on Covid-19"" then when dem cyah manage dat jus tweet the numbers ""UPDATE: 5O positive."""	INFORMATIVE	High	public/high-risk facility affected	original_train
1246934929029685251	The latest on coronavirus in Florida: 12,350 confirmed cases, and a new total of 221 deaths reported statewide. Central Florida now has about 1,700 cases, including a tenth TSA worker from Orlando International Airport, but no new deaths as of Sunday evening. HTTPURL	INFORMATIVE	High	death/fatality	original_train
1236120017025912832	Fighting Stigma : Bhutan bars tourists after first coronavirus case, India total hits 31: “The government will impose two weeks' restriction on all incoming tourists with immediate effect,” Bhutan's health ministry said in a statement. HTTPURL	INFORMATIVE	High	new/first regional case or death	original_train
1245430965574356993	There are 193,000 people walking this planet who have recovered from Covid-19. Immune, they are like Demi gods who stride confidently as the rest of us cower.	INFORMATIVE	Low	recovery/discharge	original_train
1241175671646404609	Man not to be a downer, but this morning they were saying 13,000 cases of COVID-19 in the US and now they're saying 19,000 cases. So either it is spreading fast or the data is just in flux depending on who is collecting it. I'm hoping the latter, fearing the former.	INFORMATIVE	Medium	informative but not High/Low	original_train
1247382897784287233	USA &amp; South Korea had their first #coronavirus cases on the same day, January 21. Vastly different strategies taken by both Governments. Today, Korea has 10,284 cases in total, despite its high population density. USA has 10,915 DEATHS, &amp; 366,848 cases. #COVID19 #covid19australia	INFORMATIVE	High	death/fatality	original_train
1241159758683484166	BREAKING: The Fairfax County Health Department has confirmed that a man at the Crossroads Baptist Church in Bailey's Crossroads has tested positive for COVID-19.	INFORMATIVE	High	public/high-risk facility affected	original_train
1236109824561156096	#Update @USER Maryland @USER details new information after 3 Coronavirus cases were confirmed in Maryland by officials. HTTPURL HTTPURL	INFORMATIVE	High	new/first regional case or death	original_train
1241551271653445632	Latest update #coronavirus #COVID19 @USER DEATHS, INFECTIONS * More than 274,800 people have been infected across the world and 11,389 have died, according to a Reuters tally @USER	INFORMATIVE	High	death/fatality	original_train
1246673588880433154	#US Embassy in #Myanmar #Yangon urging its citizens to take the opportunity to leave country while specially-arranged #repatriation flight on April 6 to #SanFrancisco still has available seats. #Coronavirus #Covid_19 Country has 21 cases &amp; 1 death so far. HTTPURL	INFORMATIVE	High	death/fatality	original_train
1236119243847921665	China on Saturday reported 24 new imported cases of #COVID19 during the previous day: —17 from Iran to Gansu, —3 from Italy to Beijing, —3 from Iran to Shanghai, —1 from Spain to Guangdong, bringing the total number of imported infections to 60. HTTPURL	INFORMATIVE	High	new/first regional case or death	original_train
1241562508005179399	NYC has 8.6M people, 50% more than Minnesota’s 5.6M. MN has 137 positive cases, or 1.6% of NYC’s total. MN had its first #COVID19 death today; NYC has 60 already. MN has 6 hospitalized. With tests scarce it’s hard to compare any two places, but NYC has it radically worse.	INFORMATIVE	High	death/fatality	original_train
1236089747816230916	CNBC: VP Pence says 21 coronavirus cases on California Grand Princess cruise ship. HTTPURL Trump partying at Margo largo. Calls it a hoax via @USER	INFORMATIVE	High	public/high-risk facility affected	original_train
1240329236285665282	cough, fever, and difficulty in breathing. He was notified as a suspected patient of COVID19 and his nasopharyngeal swab was sent to NIH Islamabad through DHO Office Mardan. He refused to get quarantined in DHQ Hospital Mardan and preferred staying at home &gt;	INFORMATIVE	Low	negative/no confirmed/suspected case	original_train
1241568044348059648	Cases of COVID-19 as of March 21, 2020, 6:00 pm EDT in Canada Number of confirmed cases 1231 Number of probable cases 63 Number of deaths 13	INFORMATIVE	High	death/fatality	original_train
1236134706350936071	Trump and kudlow said the COVID is contained. Cases now also in MN OK CT KY NE That is contained?? On the 4th there were 153 cases. Tonight there are 330 cases. That is contained? @USER @USER @USER @USER #MAGA HTTPURL	INFORMATIVE	Medium	informative but not High/Low	original_train
1241452863936700416	In the last 24 hours there's been almost 800 deaths in Italy related to Coronavirus - COVID-19. Let's see how the UK trend compares to Italy's. Ah HTTPURL	INFORMATIVE	High	death/fatality	original_train
1241609263048359942	"This week in podcast heaven: Roman Mars singing that one obscure song Reply All ""covered"" in a recent Super Tech Support segment to time his hand washing This week in podcast hell: Ira Glass self quarantining because he shook hands with someone who tested positive for COVID-19"	INFORMATIVE	Medium	informative but not High/Low	original_train
1236092214662402048	Apparently someone in Scottsdale night clubs tested positive for Coronavirus. All you OT club rats better come correct when you approach me!!! WASH UR HANDSSSSSSS!!!	INFORMATIVE	Medium	informative but not High/Low	original_train
1241552948993363970	Gaza authorities confirm first two COVID-19 cases of two Palestinians who returned from Pakistan and were held in quarantine on their return near the Egyptian border. Experts have warned that an epidemic in Gaza would likely be disastrous. HTTPURL via @USER	INFORMATIVE	High	new/first regional case or death	original_train
1246364874604716032	AJK's 1st Covid-19 patient, a 45yrs old resident of Sudhnoti who had returned from Taftan, has fully recovered after his tests on 2 consecutive days tested -ve. He was allowed 2day to go home from Mirpur Isolation Hospital. Let's pray remaining 11 patients also recover rapidly.	INFORMATIVE	Low	recovery/discharge	original_train
1236155890123694080	Total confirmed cases of #coronavirus in #SouthKorea jump to 6,767 &amp; 46 deaths. Many South Korean condemn government scapegoating religious group and still opening border with #China. HTTPURL #COVID19 #SouthKorea #COVIDー19 HTTPURL	INFORMATIVE	High	death/fatality	original_train
1247237950641000451	@USER @USER ask him about this story: The first jail inmate to test positive for COVID-19 at Rikers Island, Michael Tyson, has died. Tyson was jailed for parole violation: HTTPURL	INFORMATIVE	High	death/fatality	original_train
1243773988234342400	The oldest #covid19 patient in S Korea aged 104 is recovering pretty well after 18 days of treatment. Body temp went back to normal and pneumonia in remission. Now doctors are waiting for a negative test result. HTTPURL	INFORMATIVE	Low	recovery/discharge	original_train
1248911574930161665	Coronavirus: 19 NHS workers die with coronavirus - but health sec says PPE not to blame &lt; More risk when in a hospital but NHS workers are also infected in the many ways others are - travel to work; shopping, at home, exercising etc #coronavirus #Covid19 HTTPURL	INFORMATIVE	High	public/high-risk facility affected	original_train
1241784432710676480	"Oh, really, @USER ""Beshear, Yarmuth, Rand Paul attended event with 2 people who tested positive for COVID-19"" - HTTPURL That was 6 days ago. How many Senators has he infected while negotiating relief bill? #COVID19US"	INFORMATIVE	Medium	informative but not High/Low	original_train
1236179941303017472	The first American deaths by #coronavirus outside of #WashingtonState have just been reported; 2 people in #Florida have died. Meanwhile, #PunkTrump is at a campaign fundraiser at #MaraLago at this moment. Imagine if Obama, or any other #POTUS doing this during a #nationalcrisis	INFORMATIVE	High	death/fatality	original_train
1235570279654363137	King Co. advises high-risk residents to stay home as COVID-19 death toll reaches 10: KPIC HTTPURL MORE w/ EcoSearch - news: HTTPURL web: HTTPURL	INFORMATIVE	High	death/fatality	original_train
1246404234246909953	14 more people have tested positive for the novel corona virus in Kashmir, with this the total cases in Jammu and Kashmir has reached 92. (GNS) #Kashmir #COVID19Pandemic #coronavirus	INFORMATIVE	High	increase/new count >=100 (14000000)	original_train
1241568230214262785	There are now at least 1,274 cases of coronavirus confirmed in Australia. NSW has 533 cases, Victoria has 296, and Queensland has 259. #Covid_19australia	INFORMATIVE	Medium	informative but not High/Low	original_train
1246707712479473664	CHILDCARE CENTRES ARE NOT SAFE...Blacktown Rose of Sharon centre has 13 people- 7 staff &amp; 6 children were confirmed to have COVID-19 on Saturday. Another 12 people, who are close contacts of the confirmed cases, have also been diagnosed with the virus. CLOSE THEM ALL #COVID19au	INFORMATIVE	Medium	informative but not High/Low	original_train
1241731282444390400	The number of deaths linked to #COVIDー19 in Scotland has risen to 10 - that’s up by 3 from yesterday There are also now 416 known cases, a rise of 43 in the last 24 hours HTTPURL	INFORMATIVE	High	death/fatality	original_train
1236161153912332294	Hawaii has its first case of #Coronavirus. @USER has been devoting more than an hour. Hawaii currently has capacity to only test 1600. Officials trying to retrace steps of 2 tourists from cruise ship who disembarked in Hilo &amp; tested positive for virus. We are now affected too.	INFORMATIVE	High	new/first regional case or death	original_train
1236114176067506176	@USER So we now have a total of four people who tested positive for COVID-19 with history of travel to the Philippines, Taiwan, Japan, Australia and USA.	INFORMATIVE	Medium	informative but not High/Low	original_train
1251340811847041026	@USER @USER My sister is an ER Physician, she contracted #COVID19 at work from a patient though both tests have been negative she hasn’t been able to work since &amp; her hospital employs them as independent contractors so no pay check in 4 weeks, they’ve cut everyone’s hours due to low census	INFORMATIVE	Medium	informative but not High/Low	original_train
1248036546906857472	Boycott Smithfield Foods! @USER plant here in Sioux Falls has 80 COVID-19 cases...25% of all cases in South Dakota. And they continue to say they’re protecting their workers, while production continues. $$$ &gt; people!!! HTTPURL	INFORMATIVE	Low	cases/deaths decreasing	original_train
1241200057174589440	Over the past 24 hrs, 627 people in #Italy died from #Covid_19 virus, death toll rise to 4000. Here are some of the exclusive scenes from Italy as it has been #lockeddown since last 2 weeks. Please stay at home everyone &amp; self-isolate. #CoronavirusPandemic #CoronaVirusPakistan HTTPURL	INFORMATIVE	High	death/fatality	original_train
1250174623473336328	27-year-old Leilani Jordan died of COVID-19 after working at a grocery store which failed to provide her gloves or hand sanitizer. Grocery clerks are essential workers and MIUST be treated by their employers, the government, and their customers as such. HTTPURL	INFORMATIVE	High	death/fatality	original_train
